ride,track,gateId,clusterId,t_iso,kind,angle_deg,speed_kmh,own_route
20260430-1208-home2work-18317063653,Morning,Morning:START,C001,2026-04-30T10:09:08.885Z,valid,2.45,20.79,True
20260430-1208-home2work-18317063653,Morning,FoshHome:FINISH,C053,2026-04-30T10:09:18.818Z,wrong_direction,178.44,23.25,False
20260430-1208-home2work-18317063653,Morning,StationHomePreferred:FINISH,C053,2026-04-30T10:09:22.085Z,wrong_direction,178.42,23.93,False
20260430-1208-home2work-18317063653,Morning,HomeStationViaFosh:START,C041,2026-04-30T10:09:24.785Z,valid,4.38,22.17,False
20260430-1208-home2work-18317063653,Morning,HomeFosh:START,C041,2026-04-30T10:09:25.462Z,valid,2.5,23.25,False
20260430-1208-home2work-18317063653,Morning,HomeChurch:START,C041,2026-04-30T10:09:28.274Z,valid,1.47,24.83,False
20260430-1208-home2work-18317063653,Morning,HomeStationPreferred:START,C041,2026-04-30T10:09:29.154Z,valid,0.41,25.28,False
20260430-1208-home2work-18317063653,Morning,Morning:G1,C002,2026-04-30T10:12:21.985Z,valid,0.33,22.05,True
20260430-1208-home2work-18317063653,Morning,EveningA:G3,C009,2026-04-30T10:12:53.367Z,wrong_direction,175.38,22.17,False
20260430-1208-home2work-18317063653,Morning,HomeFosh:G1,C069,2026-04-30T10:14:12.953Z,valid,9.36,22.79,False
20260430-1208-home2work-18317063653,Morning,HomeStationPreferred:G1,C042,2026-04-30T10:14:36.312Z,valid,0.16,24.26,False
20260430-1208-home2work-18317063653,Morning,StationHomePreferred:G3,C052,2026-04-30T10:14:37.313Z,wrong_direction,179.83,24.02,False
20260430-1208-home2work-18317063653,Morning,HomeStationViaFosh:G1,C046,2026-04-30T10:14:43.997Z,valid,3.28,23.74,False
20260430-1208-home2work-18317063653,Morning,EveningA:G2,C008,2026-04-30T10:15:35.596Z,wrong_direction,178.0,23.88,False
20260430-1208-home2work-18317063653,Morning,Morning:G2,C003,2026-04-30T10:15:50.572Z,valid,2.14,24.85,True
20260430-1208-home2work-18317063653,Morning,HomeFosh:G2,C070,2026-04-30T10:19:25.700Z,valid,0.19,24.48,False
20260430-1208-home2work-18317063653,Morning,EveningA:G1,C007,2026-04-30T10:19:32.010Z,wrong_direction,178.78,23.01,False
20260430-1208-home2work-18317063653,Morning,Morning:G3,C004,2026-04-30T10:19:55.732Z,valid,5.81,40.68,True
20260430-1208-home2work-18317063653,Morning,StationHomePreferred:G2,C051,2026-04-30T10:20:06.862Z,wrong_direction,137.92,21.62,False
20260430-1208-home2work-18317063653,Morning,HomeStationPreferred:G2,C043,2026-04-30T10:20:07.004Z,valid,29.3,21.57,False
20260430-1208-home2work-18317063653,Morning,HomeStationViaFosh:G2,C047,2026-04-30T10:20:34.646Z,valid,1.05,21.2,False
20260430-1208-home2work-18317063653,Morning,EveningA:START,C006,2026-04-30T10:23:13.241Z,wrong_direction,167.53,23.52,False
20260430-1208-home2work-18317063653,Morning,Morning:FINISH,C005,2026-04-30T10:23:30.523Z,valid,3.6,19.25,True
20260430-1208-home2work-18317063653,Morning,WorkChurchA:START,C054,2026-04-30T10:23:50.677Z,valid,11.87,18.21,False
20260430-1208-home2work-18317063653,Morning,WorkChurchB:START,C035,2026-04-30T10:23:51.193Z,valid,43.93,21.49,False
20260430-1208-home2work-18317063653,Morning,WorkChurchB:START,C035,2026-04-30T10:24:00.560Z,wrong_direction,149.3,17.26,False
20260430-1208-home2work-18317063653,Morning,StationWorkAlt:FINISH,C035,2026-04-30T10:24:03.031Z,wrong_direction,175.48,32.23,False
20260430-1822-work2home-18321329129,EveningA,Morning:FINISH,C005,2026-04-30T16:22:37.846Z,wrong_direction,173.92,19.19,False
20260430-1822-work2home-18321329129,EveningA,EveningA:START,C006,2026-04-30T16:22:53.510Z,valid,15.57,24.26,True
20260430-1822-work2home-18321329129,EveningA,HomeStationViaFosh:G2,C047,2026-04-30T16:25:51.525Z,wrong_direction,174.13,24.57,False
20260430-1822-work2home-18321329129,EveningA,HomeStationPreferred:G2,C043,2026-04-30T16:26:16.763Z,wrong_direction,133.03,19.58,False
20260430-1822-work2home-18321329129,EveningA,StationHomePreferred:G2,C051,2026-04-30T16:26:16.964Z,valid,49.35,19.58,False
20260430-1822-work2home-18321329129,EveningA,Morning:G3,C004,2026-04-30T16:26:30.772Z,wrong_direction,171.79,28.05,False
20260430-1822-work2home-18321329129,EveningA,EveningA:G1,C007,2026-04-30T16:26:54.485Z,valid,1.8,26.44,True
20260430-1822-work2home-18321329129,EveningA,HomeFosh:G2,C070,2026-04-30T16:27:00.413Z,wrong_direction,178.95,25.07,False
20260430-1822-work2home-18321329129,EveningA,Morning:G2,C003,2026-04-30T16:30:28.668Z,wrong_direction,177.77,23.76,False
20260430-1822-work2home-18321329129,EveningA,EveningA:G2,C008,2026-04-30T16:30:44.577Z,valid,5.69,21.45,True
20260430-1822-work2home-18321329129,EveningA,HomeStationViaFosh:G1,C046,2026-04-30T16:31:36.337Z,wrong_direction,179.25,25.41,False
20260430-1822-work2home-18321329129,EveningA,StationHomePreferred:G3,C052,2026-04-30T16:31:42.660Z,valid,0.93,24.71,False
20260430-1822-work2home-18321329129,EveningA,HomeStationPreferred:G1,C042,2026-04-30T16:31:43.628Z,wrong_direction,179.14,25.16,False
20260430-1822-work2home-18321329129,EveningA,HomeFosh:G1,C069,2026-04-30T16:32:05.919Z,wrong_direction,177.84,23.93,False
20260430-1822-work2home-18321329129,EveningA,EveningA:G3,C009,2026-04-30T16:33:23.590Z,valid,5.24,24.08,True
20260430-1822-work2home-18321329129,EveningA,Morning:G1,C002,2026-04-30T16:33:52.229Z,wrong_direction,178.85,24.11,False
20260430-1822-work2home-18321329129,EveningA,HomeStationPreferred:START,C041,2026-04-30T16:36:53.832Z,wrong_direction,177.78,19.36,False
20260430-1822-work2home-18321329129,EveningA,HomeChurch:START,C041,2026-04-30T16:36:54.945Z,wrong_direction,176.1,19.76,False
20260430-1822-work2home-18321329129,EveningA,HomeFosh:START,C041,2026-04-30T16:36:58.492Z,wrong_direction,178.62,18.41,False
20260430-1822-work2home-18321329129,EveningA,HomeStationViaFosh:START,C041,2026-04-30T16:36:59.313Z,wrong_direction,177.82,19.59,False
20260430-1822-work2home-18321329129,EveningA,StationHomePreferred:FINISH,C053,2026-04-30T16:37:02.286Z,valid,4.61,22.93,False
20260430-1822-work2home-18321329129,EveningA,FoshHome:FINISH,C053,2026-04-30T16:37:04.815Z,valid,0.74,46.19,False
20260430-1822-work2home-18321329129,EveningA,Morning:START,C001,2026-04-30T16:37:14.856Z,wrong_direction,179.58,12.06,False
20260430-1822-work2home-18321329129,EveningA,EveningA:FINISH,C010,2026-04-30T16:37:15.323Z,valid,3.17,48.13,True
20260430-1822-work2home-18321329129,EveningA,ChurchHome:FINISH,C010,2026-04-30T16:37:16.147Z,valid,7.56,11.92,False
20260502-0117-work2home-18339190467,EveningB,WorkChurchA:START,C054,2026-05-01T23:17:47.529Z,valid,5.3,18.95,False
20260502-0117-work2home-18339190467,EveningB,WorkChurchB:START,C035,2026-05-01T23:17:48.094Z,valid,55.74,17.03,False
20260502-0117-work2home-18339190467,EveningB,MorningB:FINISH,C020,2026-05-01T23:18:15.604Z,wrong_direction,177.86,16.98,False
20260502-0117-work2home-18339190467,EveningB,EveningB:START,C011,2026-05-01T23:18:15.607Z,valid,2.26,16.98,True
20260502-0117-work2home-18339190467,EveningB,MorningB:G3,C019,2026-05-01T23:21:44.548Z,wrong_direction,179.34,23.46,False
20260502-0117-work2home-18339190467,EveningB,EveningB:G1,C012,2026-05-01T23:21:44.550Z,valid,0.27,23.46,True
20260502-0117-work2home-18339190467,EveningB,FoshHome:G2,C075,2026-05-01T23:22:19.984Z,valid,1.49,23.87,False
20260502-0117-work2home-18339190467,EveningB,ChurchHome:G2,C068,2026-05-01T23:24:01.270Z,valid,1.8,21.48,False
20260502-0117-work2home-18339190467,EveningB,EveningB:G2,C013,2026-05-01T23:25:07.251Z,valid,1.73,24.46,True
20260502-0117-work2home-18339190467,EveningB,MorningB:G2,C018,2026-05-01T23:25:07.251Z,wrong_direction,178.27,24.46,False
20260502-0117-work2home-18339190467,EveningB,FoshHome:G3,C076,2026-05-01T23:27:31.695Z,valid,3.74,32.47,False
20260502-0117-work2home-18339190467,EveningB,HomeChurch:G1,C017,2026-05-01T23:28:20.288Z,wrong_direction,169.14,33.26,False
20260502-0117-work2home-18339190467,EveningB,MorningB:G1,C017,2026-05-01T23:28:20.423Z,wrong_direction,174.67,33.26,False
20260502-0117-work2home-18339190467,EveningB,EveningB:G3,C014,2026-05-01T23:28:20.431Z,valid,8.6,33.26,True
20260502-0117-work2home-18339190467,EveningB,ChurchHome:G3,C014,2026-05-01T23:28:22.169Z,valid,0.63,34.84,False
20260502-0117-work2home-18339190467,EveningB,EveningB:FINISH,C015,2026-05-01T23:31:21.229Z,valid,0.04,21.14,True
20260502-0117-work2home-18339190467,EveningB,HomeStationPreferred:START,C041,2026-05-01T23:32:03.429Z,wrong_direction,179.01,23.44,False
20260502-0117-work2home-18339190467,EveningB,HomeChurch:START,C041,2026-05-01T23:32:04.379Z,wrong_direction,178.02,22.64,False
20260502-0117-work2home-18339190467,EveningB,HomeFosh:START,C041,2026-05-01T23:32:07.422Z,wrong_direction,179.39,22.9,False
20260502-0117-work2home-18339190467,EveningB,HomeStationViaFosh:START,C041,2026-05-01T23:32:08.112Z,wrong_direction,179.31,20.14,False
20260502-0117-work2home-18339190467,EveningB,StationHomePreferred:FINISH,C053,2026-05-01T23:32:11.400Z,valid,1.61,20.26,False
20260502-0117-work2home-18339190467,EveningB,FoshHome:FINISH,C053,2026-05-01T23:32:15.077Z,valid,1.76,21.1,False
20260502-0117-work2home-18339190467,EveningB,Morning:START,C001,2026-05-01T23:32:25.494Z,wrong_direction,179.87,20.65,False
20260502-0117-work2home-18339190467,EveningB,EveningA:FINISH,C010,2026-05-01T23:32:26.368Z,valid,5.39,18.14,False
20260502-0117-work2home-18339190467,EveningB,ChurchHome:FINISH,C010,2026-05-01T23:32:28.254Z,valid,10.19,17.49,False
20260503-0848-home2work-18354682772,Morning,ChurchHome:FINISH,C010,2026-05-03T06:48:33.684Z,wrong_direction,174.81,19.81,False
20260503-0848-home2work-18354682772,Morning,EveningA:FINISH,C010,2026-05-03T06:48:35.378Z,wrong_direction,174.16,20.98,False
20260503-0848-home2work-18354682772,Morning,Morning:START,C001,2026-05-03T06:48:36.182Z,valid,2.66,21.88,True
20260503-0848-home2work-18354682772,Morning,FoshHome:FINISH,C053,2026-05-03T06:48:45.880Z,wrong_direction,179.8,22.07,False
20260503-0848-home2work-18354682772,Morning,StationHomePreferred:FINISH,C053,2026-05-03T06:48:49.206Z,wrong_direction,179.65,23.62,False
20260503-0848-home2work-18354682772,Morning,HomeStationViaFosh:START,C041,2026-05-03T06:48:51.867Z,valid,4.41,23.27,False
20260503-0848-home2work-18354682772,Morning,HomeFosh:START,C041,2026-05-03T06:48:52.504Z,valid,1.84,24.72,False
20260503-0848-home2work-18354682772,Morning,HomeChurch:START,C041,2026-05-03T06:48:55.236Z,valid,1.47,24.83,False
20260503-0848-home2work-18354682772,Morning,HomeStationPreferred:START,C041,2026-05-03T06:48:56.123Z,valid,1.42,24.57,False
20260503-0848-home2work-18354682772,Morning,Morning:G1,C002,2026-05-03T06:51:41.687Z,valid,0.54,24.41,True
20260503-0848-home2work-18354682772,Morning,EveningA:G3,C009,2026-05-03T06:52:10.625Z,wrong_direction,176.73,23.85,False
20260503-0848-home2work-18354682772,Morning,HomeFosh:G1,C069,2026-05-03T06:53:26.828Z,valid,15.32,23.89,False
20260503-0848-home2work-18354682772,Morning,HomeStationPreferred:G1,C042,2026-05-03T06:53:49.996Z,valid,1.27,24.32,False
20260503-0848-home2work-18354682772,Morning,StationHomePreferred:G3,C052,2026-05-03T06:53:50.996Z,wrong_direction,179.43,24.26,False
20260503-0848-home2work-18354682772,Morning,HomeStationViaFosh:G1,C046,2026-05-03T06:53:57.483Z,valid,1.76,24.22,False
20260503-0848-home2work-18354682772,Morning,EveningA:G2,C008,2026-05-03T06:54:49.670Z,wrong_direction,177.25,25.34,False
20260503-0848-home2work-18354682772,Morning,Morning:G2,C003,2026-05-03T06:55:04.794Z,valid,7.04,24.18,True
20260503-0848-home2work-18354682772,Morning,HomeFosh:G2,C070,2026-05-03T06:58:34.809Z,valid,4.59,22.34,False
20260503-0848-home2work-18354682772,Morning,EveningA:G1,C007,2026-05-03T06:58:40.473Z,wrong_direction,173.67,25.37,False
20260503-0848-home2work-18354682772,Morning,Morning:G3,C004,2026-05-03T06:59:04.151Z,valid,17.75,17.9,True
20260503-0848-home2work-18354682772,Morning,StationHomePreferred:G2,C051,2026-05-03T06:59:14.980Z,wrong_direction,132.32,14.12,False
20260503-0848-home2work-18354682772,Morning,HomeStationPreferred:G2,C043,2026-05-03T06:59:15.093Z,valid,9.32,22.69,False
20260503-0848-home2work-18354682772,Morning,HomeStationViaFosh:G2,C047,2026-05-03T06:59:40.693Z,valid,2.85,24.44,False
20260503-0848-home2work-18354682772,Morning,EveningA:START,C006,2026-05-03T07:02:09.438Z,wrong_direction,162.1,23.53,False
20260503-0848-home2work-18354682772,Morning,Morning:FINISH,C005,2026-05-03T07:02:25.879Z,valid,8.57,19.17,True
20260504-0759-home2work-18367921744,Morning,ChurchHome:FINISH,C010,2026-05-04T06:00:34.486Z,wrong_direction,177.78,21.56,False
20260504-0759-home2work-18367921744,Morning,EveningA:FINISH,C010,2026-05-04T06:00:36.038Z,wrong_direction,176.83,24.06,False
20260504-0759-home2work-18367921744,Morning,Morning:START,C001,2026-05-04T06:00:36.740Z,valid,0.69,24.06,True
20260504-0759-home2work-18367921744,Morning,FoshHome:FINISH,C053,2026-05-04T06:00:46.003Z,wrong_direction,179.19,23.74,False
20260504-0759-home2work-18367921744,Morning,StationHomePreferred:FINISH,C053,2026-05-04T06:00:49.143Z,wrong_direction,178.75,24.38,False
20260504-0759-home2work-18367921744,Morning,HomeStationViaFosh:START,C041,2026-05-04T06:00:51.729Z,valid,2.67,23.98,False
20260504-0759-home2work-18367921744,Morning,HomeFosh:START,C041,2026-05-04T06:00:52.361Z,valid,1.05,25.1,False
20260504-0759-home2work-18367921744,Morning,HomeChurch:START,C041,2026-05-04T06:00:55.074Z,valid,4.35,24.46,False
20260504-0759-home2work-18367921744,Morning,HomeStationPreferred:START,C041,2026-05-04T06:00:55.974Z,valid,3.6,24.46,False
20260504-0759-home2work-18367921744,Morning,Morning:G1,C002,2026-05-04T06:03:46.072Z,valid,1.15,24.11,True
20260504-0759-home2work-18367921744,Morning,EveningA:G3,C009,2026-05-04T06:04:15.111Z,wrong_direction,176.08,23.56,False
20260504-0759-home2work-18367921744,Morning,HomeFosh:G1,C069,2026-05-04T06:05:31.561Z,valid,9.81,23.15,False
20260504-0759-home2work-18367921744,Morning,HomeStationPreferred:G1,C042,2026-05-04T06:05:55.563Z,valid,0.95,23.22,False
20260504-0759-home2work-18367921744,Morning,StationHomePreferred:G3,C052,2026-05-04T06:05:56.592Z,wrong_direction,179.07,23.77,False
20260504-0759-home2work-18367921744,Morning,HomeStationViaFosh:G1,C046,2026-05-04T06:06:03.200Z,valid,0.46,24.32,False
20260504-0759-home2work-18367921744,Morning,EveningA:G2,C008,2026-05-04T06:06:54.787Z,wrong_direction,172.12,26.03,False
20260504-0759-home2work-18367921744,Morning,Morning:G2,C003,2026-05-04T06:07:09.464Z,valid,12.4,22.85,True
20260504-0759-home2work-18367921744,Morning,HomeFosh:G2,C070,2026-05-04T06:10:35.002Z,valid,10.02,17.78,False
20260504-0759-home2work-18367921744,Morning,EveningA:G1,C007,2026-05-04T06:10:41.917Z,wrong_direction,173.8,28.34,False
20260504-0759-home2work-18367921744,Morning,Morning:G3,C004,2026-05-04T06:11:05.699Z,valid,5.84,24.29,True
20260504-0759-home2work-18367921744,Morning,StationHomePreferred:G2,C051,2026-05-04T06:11:16.813Z,wrong_direction,130.47,24.27,False
20260504-0759-home2work-18367921744,Morning,HomeStationPreferred:G2,C043,2026-05-04T06:11:16.953Z,valid,47.15,24.27,False
20260504-0759-home2work-18367921744,Morning,HomeStationViaFosh:G2,C047,2026-05-04T06:11:43.181Z,valid,2.28,24.04,False
20260504-0759-home2work-18367921744,Morning,EveningA:START,C006,2026-05-04T06:14:10.908Z,wrong_direction,161.61,23.99,False
20260504-0759-home2work-18367921744,Morning,Morning:FINISH,C005,2026-05-04T06:14:28.369Z,valid,5.25,19.57,True
20260504-0759-home2work-18367921744,Morning,WorkChurchB:START,C035,2026-05-04T06:14:46.662Z,valid,55.77,11.76,False
20260504-0759-home2work-18367921744,Morning,WorkChurchA:START,C054,2026-05-04T06:14:46.711Z,valid,3.36,11.76,False
20260504-0759-home2work-18367921744,Morning,WorkChurchB:START,C035,2026-05-04T06:14:51.493Z,wrong_direction,116.07,16.28,False
20260504-0759-home2work-18367921744,Morning,StationWorkAlt:FINISH,C035,2026-05-04T06:14:55.515Z,wrong_direction,161.67,21.74,False
20260505-0848-home2work-18381507161,Morning,ChurchHome:FINISH,C010,2026-05-05T06:49:33.338Z,wrong_direction,178.51,20.75,False
20260505-0848-home2work-18381507161,Morning,EveningA:FINISH,C010,2026-05-05T06:49:34.959Z,wrong_direction,171.81,21.79,False
20260505-0848-home2work-18381507161,Morning,Morning:START,C001,2026-05-05T06:49:35.715Z,valid,4.01,23.07,True
20260505-0848-home2work-18381507161,Morning,FoshHome:FINISH,C053,2026-05-05T06:49:45.059Z,wrong_direction,179.12,24.38,False
20260505-0848-home2work-18381507161,Morning,StationHomePreferred:FINISH,C053,2026-05-05T06:49:48.194Z,wrong_direction,178.09,23.48,False
20260505-0848-home2work-18381507161,Morning,HomeStationViaFosh:START,C041,2026-05-05T06:49:50.826Z,valid,1.98,23.71,False
20260505-0848-home2work-18381507161,Morning,HomeFosh:START,C041,2026-05-05T06:49:51.470Z,valid,1.77,24.06,False
20260505-0848-home2work-18381507161,Morning,HomeChurch:START,C041,2026-05-05T06:49:54.146Z,valid,1.85,25.02,False
20260505-0848-home2work-18381507161,Morning,HomeStationPreferred:START,C041,2026-05-05T06:49:55.021Z,valid,1.03,24.38,False
20260505-0848-home2work-18381507161,Morning,Morning:G1,C002,2026-05-05T06:52:43.239Z,valid,0.38,24.09,True
20260505-0848-home2work-18381507161,Morning,EveningA:G3,C009,2026-05-05T06:53:12.512Z,wrong_direction,176.98,23.21,False
20260505-0848-home2work-18381507161,Morning,HomeFosh:G1,C069,2026-05-05T06:54:28.807Z,valid,10.0,24.44,False
20260505-0848-home2work-18381507161,Morning,HomeStationPreferred:G1,C042,2026-05-05T06:54:51.659Z,valid,2.76,24.59,False
20260505-0848-home2work-18381507161,Morning,StationHomePreferred:G3,C052,2026-05-05T06:54:52.637Z,wrong_direction,177.99,24.77,False
20260505-0848-home2work-18381507161,Morning,HomeStationViaFosh:G1,C046,2026-05-05T06:54:58.988Z,valid,1.74,24.86,False
20260505-0848-home2work-18381507161,Morning,EveningA:G2,C008,2026-05-05T06:55:49.681Z,wrong_direction,176.38,27.65,False
20260505-0848-home2work-18381507161,Morning,Morning:G2,C003,2026-05-05T06:56:04.712Z,valid,0.38,27.65,True
20260505-0848-home2work-18381507161,Morning,HomeFosh:G2,C070,2026-05-05T06:59:30.683Z,valid,3.55,32.86,False
20260505-0848-home2work-18381507161,Morning,EveningA:G1,C007,2026-05-05T06:59:36.663Z,wrong_direction,177.9,25.81,False
20260505-0848-home2work-18381507161,Morning,Morning:G3,C004,2026-05-05T07:00:00.247Z,valid,4.16,30.61,True
20260505-0848-home2work-18381507161,Morning,StationHomePreferred:G2,C051,2026-05-05T07:00:11.383Z,wrong_direction,134.39,23.62,False
20260505-0848-home2work-18381507161,Morning,HomeStationPreferred:G2,C043,2026-05-05T07:00:11.513Z,valid,43.23,23.62,False
20260505-0848-home2work-18381507161,Morning,HomeStationViaFosh:G2,C047,2026-05-05T07:00:37.523Z,valid,1.75,24.49,False
20260505-0848-home2work-18381507161,Morning,EveningA:START,C006,2026-05-05T07:03:15.443Z,wrong_direction,166.09,24.63,False
20260505-0848-home2work-18381507161,Morning,Morning:FINISH,C005,2026-05-05T07:03:31.797Z,valid,19.51,22.18,True
20260505-0848-home2work-18381507161,Morning,WorkChurchA:START,C054,2026-05-05T07:03:49.904Z,valid,17.92,18.86,False
20260505-0848-home2work-18381507161,Morning,WorkChurchB:START,C035,2026-05-05T07:03:50.327Z,valid,67.57,20.75,False
20260505-0848-home2work-18381507161,Morning,WorkChurchB:START,C035,2026-05-05T07:03:56.704Z,wrong_direction,176.74,13.64,False
20260505-0848-home2work-18381507161,Morning,StationWorkAlt:FINISH,C035,2026-05-05T07:04:00.505Z,wrong_direction,175.5,16.4,False
20260506-0900-home2work-18395393521,Morning,ChurchHome:FINISH,C010,2026-05-06T07:00:38.330Z,wrong_direction,174.57,20.52,False
20260506-0900-home2work-18395393521,Morning,EveningA:FINISH,C010,2026-05-06T07:00:39.913Z,wrong_direction,176.74,21.49,False
20260506-0900-home2work-18395393521,Morning,Morning:START,C001,2026-05-06T07:00:40.686Z,valid,1.88,21.62,True
20260506-0900-home2work-18395393521,Morning,FoshHome:FINISH,C053,2026-05-06T07:00:50.328Z,wrong_direction,176.96,24.9,False
20260506-0900-home2work-18395393521,Morning,StationHomePreferred:FINISH,C053,2026-05-06T07:00:53.513Z,wrong_direction,179.35,24.08,False
20260506-0900-home2work-18395393521,Morning,HomeStationViaFosh:START,C041,2026-05-06T07:00:56.085Z,valid,1.04,24.72,False
20260506-0900-home2work-18395393521,Morning,HomeFosh:START,C041,2026-05-06T07:00:56.716Z,valid,1.84,24.72,False
20260506-0900-home2work-18395393521,Morning,HomeChurch:START,C041,2026-05-06T07:00:59.443Z,valid,2.54,24.77,False
20260506-0900-home2work-18395393521,Morning,HomeStationPreferred:START,C041,2026-05-06T07:01:00.338Z,valid,1.03,24.38,False
20260506-0900-home2work-18395393521,Morning,Morning:G1,C002,2026-05-06T07:04:44.998Z,valid,0.69,23.94,True
20260506-0900-home2work-18395393521,Morning,EveningA:G3,C009,2026-05-06T07:05:13.911Z,wrong_direction,176.5,24.48,False
20260506-0900-home2work-18395393521,Morning,HomeFosh:G1,C069,2026-05-06T07:06:32.607Z,valid,19.37,24.14,False
20260506-0900-home2work-18395393521,Morning,HomeStationPreferred:G1,C042,2026-05-06T07:06:56.044Z,valid,0.52,24.71,False
20260506-0900-home2work-18395393521,Morning,StationHomePreferred:G3,C052,2026-05-06T07:06:57.023Z,wrong_direction,179.07,24.71,False
20260506-0900-home2work-18395393521,Morning,HomeStationViaFosh:G1,C046,2026-05-06T07:07:03.563Z,valid,2.12,24.42,False
20260506-0900-home2work-18395393521,Morning,EveningA:G2,C008,2026-05-06T07:07:56.947Z,wrong_direction,178.29,25.44,False
20260506-0900-home2work-18395393521,Morning,Morning:G2,C003,2026-05-06T07:08:12.321Z,valid,7.22,19.9,True
20260506-0900-home2work-18395393521,Morning,HomeFosh:G2,C070,2026-05-06T07:11:49.212Z,valid,8.58,20.69,False
20260506-0900-home2work-18395393521,Morning,EveningA:G1,C007,2026-05-06T07:11:55.874Z,wrong_direction,174.2,25.04,False
20260506-0900-home2work-18395393521,Morning,Morning:G3,C004,2026-05-06T07:12:19.442Z,valid,0.81,27.97,True
20260506-0900-home2work-18395393521,Morning,StationHomePreferred:G2,C051,2026-05-06T07:12:31.217Z,wrong_direction,151.46,22.91,False
20260506-0900-home2work-18395393521,Morning,HomeStationPreferred:G2,C043,2026-05-06T07:12:31.322Z,valid,26.16,22.91,False
20260506-0900-home2work-18395393521,Morning,HomeStationViaFosh:G2,C047,2026-05-06T07:12:57.508Z,valid,1.17,24.09,False
20260506-0900-home2work-18395393521,Morning,EveningA:START,C006,2026-05-06T07:15:27.171Z,wrong_direction,164.11,23.63,False
20260506-0900-home2work-18395393521,Morning,Morning:FINISH,C005,2026-05-06T07:15:43.318Z,valid,3.42,23.14,True
20260506-0900-home2work-18395393521,Morning,WorkChurchA:START,C054,2026-05-06T07:16:01.850Z,valid,2.02,17.53,False
20260506-0900-home2work-18395393521,Morning,WorkChurchB:START,C035,2026-05-06T07:16:01.966Z,valid,57.11,17.53,False
20260506-0900-home2work-18395393521,Morning,WorkChurchB:START,C035,2026-05-06T07:16:10.100Z,wrong_direction,169.19,27.34,False
20260506-0900-home2work-18395393521,Morning,StationWorkAlt:FINISH,C035,2026-05-06T07:16:12.816Z,wrong_direction,170.99,19.57,False
20260507-0857-home2work-18408618911,Morning,ChurchHome:FINISH,C010,2026-05-07T06:57:56.957Z,wrong_direction,171.33,20.66,False
20260507-0857-home2work-18408618911,Morning,EveningA:FINISH,C010,2026-05-07T06:57:58.532Z,wrong_direction,173.16,22.34,False
20260507-0857-home2work-18408618911,Morning,Morning:START,C001,2026-05-07T06:57:59.273Z,valid,0.67,23.42,True
20260507-0857-home2work-18408618911,Morning,FoshHome:FINISH,C053,2026-05-07T06:58:08.698Z,wrong_direction,179.28,23.62,False
20260507-0857-home2work-18408618911,Morning,StationHomePreferred:FINISH,C053,2026-05-07T06:58:11.809Z,wrong_direction,179.94,23.81,False
20260507-0857-home2work-18408618911,Morning,HomeStationViaFosh:START,C041,2026-05-07T06:58:14.411Z,valid,4.2,23.91,False
20260507-0857-home2work-18408618911,Morning,HomeFosh:START,C041,2026-05-07T06:58:15.062Z,valid,1.55,24.26,False
20260507-0857-home2work-18408618911,Morning,HomeChurch:START,C041,2026-05-07T06:58:17.757Z,valid,2.22,25.22,False
20260507-0857-home2work-18408618911,Morning,HomeStationPreferred:START,C041,2026-05-07T06:58:18.662Z,valid,3.98,24.02,False
20260507-0857-home2work-18408618911,Morning,Morning:G1,C002,2026-05-07T07:01:02.118Z,valid,0.69,23.94,True
20260507-0857-home2work-18408618911,Morning,EveningA:G3,C009,2026-05-07T07:01:31.228Z,wrong_direction,176.93,24.31,False
20260507-0857-home2work-18408618911,Morning,HomeFosh:G1,C069,2026-05-07T07:02:47.859Z,valid,5.48,24.59,False
20260507-0857-home2work-18408618911,Morning,HomeStationPreferred:G1,C042,2026-05-07T07:03:10.570Z,valid,1.6,24.77,False
20260507-0857-home2work-18408618911,Morning,StationHomePreferred:G3,C052,2026-05-07T07:03:11.549Z,wrong_direction,179.07,24.71,False
20260507-0857-home2work-18408618911,Morning,HomeStationViaFosh:G1,C046,2026-05-07T07:03:17.966Z,valid,0.08,24.51,False
20260507-0857-home2work-18408618911,Morning,EveningA:G2,C008,2026-05-07T07:04:08.872Z,wrong_direction,177.51,24.49,False
20260507-0857-home2work-18408618911,Morning,Morning:G2,C003,2026-05-07T07:04:23.796Z,valid,7.29,24.82,True
20260507-0857-home2work-18408618911,Morning,HomeFosh:G2,C070,2026-05-07T07:07:52.021Z,valid,12.85,37.38,False
20260507-0857-home2work-18408618911,Morning,EveningA:G1,C007,2026-05-07T07:07:58.412Z,wrong_direction,174.71,22.15,False
20260507-0857-home2work-18408618911,Morning,Morning:G3,C004,2026-05-07T07:08:22.733Z,valid,1.33,18.32,True
20260507-0857-home2work-18408618911,Morning,StationHomePreferred:G2,C051,2026-05-07T07:08:33.774Z,wrong_direction,153.67,21.06,False
20260507-0857-home2work-18408618911,Morning,HomeStationPreferred:G2,C043,2026-05-07T07:08:33.903Z,valid,23.95,21.06,False
20260507-0857-home2work-18408618911,Morning,HomeStationViaFosh:G2,C047,2026-05-07T07:08:58.870Z,valid,1.81,25.35,False
20260507-0857-home2work-18408618911,Morning,EveningA:START,C006,2026-05-07T07:11:24.111Z,wrong_direction,164.43,24.26,False
20260507-0857-home2work-18408618911,Morning,Morning:FINISH,C005,2026-05-07T07:11:40.288Z,valid,8.24,21.34,True
